№;Бренд;Модель;P';Ссылка;;руб.;$;Штрихкод;Диаметр;Высота;Вес;Напряжение;Цок.;Вид;Тип;Подтип;Мат;Лм';Экв';Цвет';Ra;Срок;Гар;Изг;Дим;Вык;P;Лм;Экв;Цвет;CRI;CQS;R9;Угол;Пульс;PF;Дата;Итог;Umin;Драйвер;Tmax;Актуальна;Поле 1;Поле 2;Поле 3;Поле 4;Поле 5
61;OSRAM;LED STAR CLASSIC A 60 FR 9.5w /827;9.5;http://www.OSRAM.ru;;492;;4052899926615;60;120;;220-240;E27;Bulb;LED;;1;806;60;2700;;10000;;;0;1;9.5;780;75;2742;85.9;;29;246;34;0.91;23.03.2015;3.0;;;;1
62;Wolta;25Y55BL9E27;9;http://www.wolta.ru/catalog/svetovye-resheniya/svetodiodnye-lampy/25Y55BL9E27-detail;;295;;4260375480128;55;102;;220-240;E27;Bulb;LED;;1;800;75;3000;;25000;;;0;3;8.5;762;75;2988;83.5;;13;149;3;0.51;23.03.2015;4.0;;;;1
63;Wolta;Simple 25Y60BL8E27-S;8;http://www.wolta.ru/catalog/svetovye-resheniya/svetodiodnye-lampy/25Y60BL8E27-S-detail;;284;;4260375480722;60;115;;220;E27;Bulb;LED;;1;680;60;3000;;25000;;;0;1;8;668;70;2963;82.8;;3;175;5;0.53;23.03.2015;4.0;;;;1
64;noname;Candle matt;9;http://www.aliexpress.com/snapshot/6362069986.html?orderId=64738544525376;;;3.0;;39;110;;220;E14;Candle;LED;;1;600;60;3000;;30000;;;0;3;3;151;20;3166;63.5;;-58;189;2;0.44;23.03.2015;1.2;;;;1
65;noname;Candle pyramid;5;http://www.aliexpress.com/snapshot/6362069987.html?orderId=64738544515376;;;1.9;;35;113;;85-265;E14;Candle;LED;;0;300;30;3000;;30000;;;0;2;2.3;171;20;3192;63;;-60;261;34;0.19;23.03.2015;1.3;;;;1
66;GE;PYGMY EDOB-25/15W-240V-E14-CL-GE;15;;;;;5994102285531;26;56;;240;E14;Bulb;STD;;1;90;15;2290;;1000;;;1;1;15.2;83;;2277;99;;98;281;20;1;23.03.2015;3.4;;;;1
67;Лисма;Б230-25-2;25;http://www.lisma-guprm.ru/katalog-produktsii/obshchego-naznacheniya/;;20;;4670000010161;50;93;;230;E27;Bulb;STD;;0;230;25;2700;;1000;;;1;1;25.2;302;;2788;98.8;;99;310;31;1;23.03.2015;3.0;;;;1
68;Лисма;Б230-40-4;40;http://www.lisma-guprm.ru/katalog-produktsii/obshchego-naznacheniya/;;20;;4670000010994;50;93;;230;E27;Bulb;STD;;0;415;40;2700;;1000;;;1;1;41.1;411;;2725;98.7;;99;320;19;1;24.01.2016;4.0;;;;1
69;Лисма;Б230-60-2;60;http://www.lisma-guprm.ru/katalog-produktsii/obshchego-naznacheniya/;;20;;4670000010185;50;93;;230;E27;Bulb;STD;;0;710;60;2700;;1000;;;1;1;62.8;799;;2900;98.7;;99;312;16;1;24.01.2016;4.0;;;;1
70;Лисма;Б230-75;75;http://www.lisma-guprm.ru/katalog-produktsii/obshchego-naznacheniya/;;20;;4670000010192;50;93;;230;E27;Bulb;STD;;0;935;75;2700;;1000;;;1;1;74.3;852;;2758;98.8;;100;309;12;1;24.01.2016;3.9;;;;1
71;Лисма;Б230-95-2;95;http://www.lisma-guprm.ru/katalog-produktsii/obshchego-naznacheniya/;;20;;4670000013926;50;93;;230;E27;Bulb;STD;;0;1240;95;2700;;1000;;;1;1;93.4;1305;;2847;98.7;;99;315;12;1;24.01.2016;4.0;;;;1
72;Лисма;Б230-200;200;http://www.lisma-guprm.ru/katalog-produktsii/obshchego-naznacheniya/;;0;;;70;126;;230-240;E27;Bulb;STD;;0;2480;200;2700;;1000;;;1;1;191;2440;;2861;98.7;;99;332;8;1;23.01.2016;4.5;;;;0
73;Калашниково;Favor ДС 230-40 В36;40;http://kelz.ru/catalog/favor/electro/decor_candel/;;20;;4605645003117;35;93;;230;E27;Candle;STD;;0;390;40;2700;;1000;;;1;1;38.7;332;;2650;98.8;;99;292;21;1;23.03.2015;3.3;;;;1
74;Калашниково;ДС 230-60 В36;60;http://kelz.ru/catalog/kalashnikovo/decor_candel/;;20;;4605645001311;35;98;;230;E14;Candle;STD;;0;660;60;2700;;1000;;;1;1;59.7;610;;2747;98.8;;99;303;15;1;24.01.2016;3.9;;;;1
75;Camelion;40/A/CL/E27;40;http://camelion.ru/katalog/lampy/lampy-nakalivaniya/40-a-cl-e27;;20;;4605645002820;50;89;;220-240;E27;Bulb;STD;;0;420;40;2700;;1000;;;1;1;39.8;359;;2695;98.7;;100;315;21;1;24.01.2016;3.3;;;;1
76;Camelion;60/A/CL/E27;60;http://camelion.ru/katalog/lampy/60-a-cl-e27;;20;;4605645002837;50;89;;220-240;E27;Bulb;STD;;0;710;60;2700;;1000;;;1;1;60.5;661;;2784;98.7;;99;314;15;1;24.01.2016;3.9;;;;1
77;Camelion;60/B/CL/E14;60;http://camelion.ru/katalog/lampy/60-b-cl-e14;;20;;4895117846346;35;97;;220-240;E14;Candle;STD;;0;660;60;2700;;1000;;;1;1;58.1;574;;2692;98.6;;99;294;14;1;24.01.2016;3.8;;;;1
78;Philips;B35 clear E14 SES;40;;;40;;8711500011633;35;100;;230;E14;Candle;STD;;0;410;40;2700;;1000;;;1;1;40;439;;2746;98.7;;99;303;21;1;24.01.2016;3.5;;;;1
79;Philips;B35 frosted E14 SES;40;;;40;;8711500011336;35;100;;230;E14;Candle;STD;;1;410;40;2700;;1000;;;1;1;39.8;417;;2696;98.9;;99;299;21;1;24.01.2016;3.5;;;;1
80;ОКЕЙ;C35 frost E14 Галоген;28;;;40;;2110001703867;34;96;;220-240;E14;Candle;STD;;1;420;40;2800;;1000;;;1;1;28.8;325;;2784;98.7;;99;307;22;1;24.01.2016;3.0;;;;1
81;New Energy;LED Corn Bulb 12W;12;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;0;;;36;108;;220;E27;Corn;LED;;0;700;70;3000;;30000;;;0;1;13.7;653;65;3390;65.2;;-54;290;63;0.37;23.03.2015;0.9;;;;1
82;New Energy;LED Corn Bulb 15W;15;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;0;;;48;125;;220;E14;Corn;LED;;0;900;90;3000;;30000;;;0;3;12.5;998;90;3393;65.3;;-54;280;2;0.47;23.03.2015;2.0;;;;1
83;New Energy;LED Corn Bulb 20W;20;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;0;;;59;144;;220;E27;Corn;LED;;0;1200;120;3000;;30000;;;0;1;25.4;1249;105;3402;65.4;;-54;274;52;0.45;23.03.2015;1.0;;;;1
84;New Energy;LED Corn Bulb 30W;30;http://njneg.gmc.globalmarket.com/products/led-bulb-3551-1-38.html;;0;;;63;207;;220;E27;Corn;LED;;0;1800;180;3000;;30000;;;0;1;32.7;1329;115;3360;65.2;;-55;246;44;0.57;23.03.2015;1.4;;;;1
85;ЛЕДЕКС;A60-6,8W-3000-E27;7;http://www.ledeks.ru/catalog/index.php?ELEMENT_ID=2950;;180;;;60;114;;90-260;E27;Bulb;LED;;1;560;60;3000;;50000;;;0;1;7;494;55;2933;73.1;;-18;131;1;0.49;23.03.2015;2.8;;;;1
86;ЛЕДЕКС;K60-6,8W-3000-E27;7;http://www.ledeks.ru/catalog/index.php?ELEMENT_ID=2912;;180;;;60;105;;90-260;E27;Bulb;LED;;1;450;60;3000;;50000;;;0;1;7;478;55;2928;71.8;;-21;140;2;0.55;23.03.2015;3.0;;;;1
87;noname;YouOkLight E27 8 x COB 8W;8;http://www.gearbest.com/led-light-bulbs/pp_143164.html;;0;12.3;;59;103;;220;E27;Bulb;LED;FIL;0;750;;3000;;30000;;;0;1;4.8;331;40;2682;82.1;;17;279;143;0.47;18.08.2015;0.1;;;;1
88;noname;A60E27-6PC2;6;http://www.gearbest.com/led-light-bulbs/pp_114102.html;;0;7.8;;59;113;;220;E27;Bulb;LED;FIL;0;570;;3000;;25000;;;0;2;6;530;55;2909;83.7;;21;285;2;0.48;18.08.2015;3.9;;;;1
89;noname;Zweihnder CMY-34 E27 SMD 5730 14-LED;7;http://www.gearbest.com/led-light-bulbs/pp_105355.html;;0;4.3;;60;105;;110-240;E27;Bulb;LED;;1;660;;3000;;;;;0;1;4.1;332;40;3017;73.1;;-24;308;166;0.34;18.08.2015;0.3;;;;1
90;noname;YouOkLight 7W E27 32 SMD 2835;7;http://www.gearbest.com/led-light-bulbs/pp_137913.html;;0;5.2;;66;118;;110-250;E27;Bulb;LED;;1;650;;3000;;;;;0;0;6;505;55;3211;73.9;;-17;180;1;0.43;18.08.2015;2.5;;;;1
91;noname;Zweihnder 800LM E27 9W SMD 5730 26 LED;9;http://www.gearbest.com/led-light-bulbs/pp_133491.html;;0;4.2;;82;128;;220-240;E27;Bulb;LED;;1;800;;3000;;;;;0;2;6.3;407;45;3088;63.2;;-59;156;2;0.44;18.08.2015;1.3;;;;1
92;Estares;GL5.5-E27;5.5;;;177;;;50;89;;110-265;E27;Bulb;LED;;1;360;40;2700;;50000;;;0;3;3.2;238;30;3174;83;;11;195;23;0.44;23.03.2015;2.9;;;;1
93;Космос;10W LED A60 E2730;10;http://kosmos.ru/ru/catalog/product/849;;158;;;60;106;;220-240;E27;Bulb;LED;;1;850;75;3000;;30000;;;0;1;8.9;681;70;2958;83.8;;16;138;3;0.75;23.03.2015;3.7;;;;1
94;Lexman;208267260714;4;;;0;;;37;95;;230;E27;Candle;LED;;1;350;35;4000;;25000;;;0;2;4.1;279;35;4180;87.8;;41;254;83;0.45;23.03.2015;0.5;;;;1
95;Philips;8718291752776 OLD;7;http://www.philips.ru/c-p/8718291752776/led-bulb;;0;;;55;;;170-240;E27;Bulb;LED;;1;600;60;6500;;15000;;;0;2;6.1;593;60;6866;86.9;;25;151;30;0.86;23.03.2015;3.0;;;;1
96;Supra;SL-LED-PR-A60-12W/4000/E27;12;;;255;;;60;108;;220;E27;Bulb;LED;;1;900;110;4000;;30000;;;0;2;8.4;728;70;4150;84.4;;21;128;84;0.41;23.03.2015;0.7;;;;1
